County_full,longitude,latitude,D,E,F,color
"Blaine County, NE",-99.9848,41.8827,0.0,0.0,0.0,green
"Boyd County, NE",-98.678,42.8933,0.0,0.0,0.0,green
"Cherry County, NE",-100.8966,42.8069,0.0,0.0,0.0,green
"Greeley County, NE",-98.4974,41.5267,0.0,1.1,0.03,green
"Dawes County, NE",-103.2251,42.7647,0.0,0.0,0.01,green
"Dundy County, NE",-101.6509,40.0555,0.0,0.0,0.0,green
"Frontier County, NE",-100.3896,40.636,0.0,4.4,0.04,green
"Furnas County, NE",-99.9234,40.2257,0.0,0.0,0.0,green
"Garfield County, NE",-99.1341,41.78,0.0,0.0,0.0,green
"Gosper County, NE",-99.8013,40.5815,0.0,4.4,0.04,green
"Elko County, NV",-115.1968,41.0916,0.0,0.0,0.0,green
"Ransom County, ND",-97.7373,46.4944,0.0,3.8,0.03,green
"Eureka County, NV",-116.2711,39.9656,0.0,0.0,0.0,green
"Tyrrell County, NC",-76.242,35.9201,0.0,4.4,0.06,green
"Wilkes County, NC",-81.1191,36.1929,0.0,0.0,0.01,green
"Adams County, ND",-102.7092,46.037,0.0,0.0,0.0,green
"Barnes County, ND",-98.0562,46.9642,0.0,3.8,0.03,green
"Billings County, ND",-103.525,46.9127,0.0,2.6,0.08,green
"Cavalier County, ND",-98.5981,48.739,0.0,2.4,0.01,green
"Divide County, ND",-103.3916,48.918,0.0,1.8,0.01,green
"Golden Valley County, ND",-103.9436,46.8578,0.0,2.6,0.08,green
"Grant County, ND",-101.6684,46.3849,0.0,0.0,0.0,green
"Griggs County, ND",-98.2661,47.4527,0.0,3.8,0.03,green
"Kidder County, ND",-99.7657,47.0,0.0,7.6,0.04,green
"LaMoure County, ND",-98.5281,46.4293,0.0,0.0,0.0,green
"Cheyenne County, CO",-102.5738,38.791,0.0,1.6,0.01,green
"Nash County, NC",-77.9639,35.9561,0.0,4.2,0.03,green
"Ohio County, IN",-84.8545,38.9531,0.0,0.7,0.01,green
"Caldwell County, NC",-81.478,35.8413,0.0,3.3,0.05,green
"Monroe County, IA",-92.921,41.047,0.0,2.0,0.01,green
"Humboldt County, NV",-117.5737,41.3864,0.0,2.7,0.02,green
"Lander County, NV",-117.0301,39.7819,0.0,0.0,0.0,green
"Lincoln County, NV",-114.7945,37.6758,0.0,3.9,0.02,green
"Lyon County, NV",-119.3498,39.2244,0.0,2.7,0.02,green
"Storey County, NV",-119.6483,39.3076,0.0,2.7,0.02,green
"White Pine County, NV",-114.8058,39.1237,0.0,0.0,0.0,green
"Page County, IA",-95.1653,40.6924,0.0,0.0,0.0,green
"Jefferson County, IA",-91.9843,41.041,0.0,2.0,0.01,green
"Fremont County, IA",-95.6345,40.7874,0.0,0.0,0.0,green
"Iowa County, IA",-92.0109,41.7265,0.0,4.9,0.02,green
"Catron County, NM",-108.5736,33.8808,0.0,0.0,0.01,green
"Humboldt County, IA",-94.2411,42.7792,0.0,1.9,0.04,green
"Harding County, NM",-104.0754,35.8597,0.0,2.7,0.05,green
"Guthrie County, IA",-94.422,41.6656,0.0,0.0,0.0,green
"Socorro County, NM",-106.9378,34.2311,0.0,6.4,0.03,green
"Union County, NM",-103.7039,36.6773,0.0,0.0,0.0,green
"Teton County, MT",-111.9772,47.793,0.0,3.3,0.01,green
"Republic County, KS",-97.6242,39.8387,0.0,7.5,0.01,green
"Rawlins County, KS",-101.0662,39.8347,0.0,0.0,0.0,green
"Pawnee County, KS",-99.3189,38.1623,0.0,0.0,0.0,green
"Morton County, KS",-101.7696,37.129,0.0,0.0,0.0,green
"Cook County, MN",-90.5164,47.7151,0.0,5.5,0.03,green
"Mitchell County, KS",-98.2288,39.4253,0.0,0.0,0.02,green
"Meade County, KS",-100.3761,37.3102,0.0,2.1,0.01,green
"Lincoln County, KS",-98.1402,39.0645,0.0,4.3,0.0,green
"Lane County, KS",-100.542,38.542,0.0,1.9,0.0,green
"Traverse County, MN",-96.5185,45.7822,0.0,5.4,0.0,green
"Carroll County, MS",-89.8648,33.4525,0.0,2.5,0.0,green
"Claiborne County, MS",-91.0621,31.9181,0.0,1.5,0.02,green
"Jewell County, KS",-98.1676,39.7864,0.0,0.0,0.02,green
"Issaquena County, MS",-91.0467,32.8964,0.0,0.0,0.03,green
"Rush County, KS",-99.3114,38.5288,0.0,0.0,0.0,green
"Russell County, KS",-98.7638,38.9873,0.0,0.0,0.0,green
"Woodson County, KS",-95.6991,37.8986,0.0,3.9,0.0,green
"Madison Parish, LA",-91.0844,32.3625,0.0,1.5,0.02,green
"Red River Parish, LA",-93.3004,32.0877,0.0,5.6,0.02,green
"Bienville Parish, LA",-93.0646,32.3734,0.0,1.0,0.0,green
"Larue County, KY",-85.7248,37.5084,0.0,9.0,0.03,green
"Wichita County, KS",-101.289,38.4863,0.0,0.0,0.0,green
"Scott County, KS",-100.9032,38.479,0.0,1.9,0.0,green
"Washington County, KS",-97.1007,39.7907,0.0,0.0,0.0,green
"Wallace County, KS",-101.7708,38.8907,0.0,6.6,0.0,green
"Stanton County, KS",-101.8143,37.5473,0.0,0.0,0.0,green
"Smith County, KS",-98.8468,39.7369,0.0,0.0,0.0,green
"Sheridan County, KS",-100.5033,39.4488,0.0,0.0,0.0,green
"Seward County, KS",-100.8155,37.1256,0.0,0.0,0.0,green
"Hodgeman County, KS",-99.8114,38.0768,0.0,2.1,0.01,green
"Jefferson Davis County, MS",-89.8098,31.5477,0.0,4.2,0.02,green
"Scotland County, MO",-92.0544,40.413,0.0,0.0,0.0,green
"Worth County, MO",-94.4127,40.472,0.0,7.9,0.06,green
"Allen County, KS",-95.2813,37.8855,0.0,3.9,0.0,green
"Chouteau County, MT",-110.3858,47.9414,0.0,3.3,0.01,green
"Daniels County, MT",-105.2971,48.7975,0.0,0.0,0.0,green
"Wright County, IA",-93.7074,42.7046,0.0,2.4,0.01,green
"Barton County, KS",-98.7971,38.4842,0.0,0.0,0.0,green
"Golden Valley County, MT",-109.0963,46.2968,0.0,8.6,0.02,green
"Liberty County, MT",-110.8697,48.5352,0.0,6.8,0.01,green
"Madison County, MT",-111.9964,45.476,0.0,4.9,0.04,green
"Meagher County, MT",-110.608,46.5,0.0,0.0,0.0,green
"Musselshell County, MT",-108.3242,46.481,0.0,8.6,0.02,green
"Barber County, KS",-98.5718,37.2145,0.0,0.0,0.0,green
"Bourbon County, KS",-94.8729,37.9055,0.0,3.2,0.0,green
"Haskell County, KS",-100.9173,37.46,0.0,1.9,0.0,green
"Caldwell County, MO",-93.9584,39.6613,0.0,4.2,0.05,green
"Harper County, KS",-98.0142,37.1782,0.0,0.0,0.0,green
"Hamilton County, KS",-101.8931,38.0017,0.0,1.9,0.0,green
"Greeley County, KS",-101.7725,38.4744,0.0,0.0,0.0,green
"Gray County, KS",-100.4221,37.6848,0.0,2.1,0.01,green
"Henry County, MO",-93.7833,38.3896,0.0,4.2,0.03,green
"Brown County, KS",-95.6033,39.7685,0.0,6.3,0.02,green
"Hickory County, MO",-93.3421,37.9487,0.0,2.4,0.03,green
"Holt County, MO",-95.2701,40.1093,0.0,0.0,0.0,green
"Clay County, KS",-97.1879,39.3543,0.0,0.0,0.0,green
"Cheyenne County, KS",-101.6672,39.7605,0.0,0.0,0.0,green
"Ozark County, MO",-92.5071,36.5965,0.0,2.4,0.03,green
"Chautauqua County, KS",-96.2093,37.0681,0.0,7.1,0.0,green
"Pierce County, ND",-99.9061,48.2223,0.0,0.0,0.01,green
"St. Johns County, FL",-81.3752,29.9115,0.0,1.2,0.02,green
"Jeff Davis County, TX",-104.1938,30.5835,0.0,0.0,0.0,green
"Clay County, GA",-84.961,31.5718,0.0,1.1,0.04,green
"Kent County, TX",-100.6173,33.3069,0.0,2.4,0.01,green
"King County, TX",-100.329,33.6216,0.0,5.1,0.02,green
"Kinney County, TX",-100.4155,29.2617,0.0,4.5,0.0,green
"Knox County, TX",-99.6891,33.4791,0.0,0.5,0.02,green
"McMullen County, TX",-98.5488,28.4598,0.0,6.6,0.03,green
"Barrow County, GA",-83.7285,33.9823,0.0,2.0,0.02,green
"Menard County, TX",-99.7837,30.9185,0.0,0.6,0.0,green
"Baker County, GA",-84.3376,31.3172,0.0,1.1,0.04,green
"Atkinson County, GA",-82.9495,31.3164,0.0,4.5,0.02,green
"Presidio County, TX",-104.1911,29.7684,0.0,0.0,0.0,green
"Reagan County, TX",-101.4534,31.1941,0.0,0.6,0.0,green
"Roberts County, TX",-100.6416,35.6923,0.0,0.0,0.0,green
"Schleicher County, TX",-100.5979,30.8617,0.0,0.6,0.0,green
"Hudspeth County, TX",-105.4613,31.4673,0.0,5.2,0.04,green
"Crawford County, GA",-84.0032,32.7214,0.0,3.5,0.01,green
"Hardeman County, TX",-99.6287,34.2757,0.0,0.0,0.0,green
"Crockett County, TX",-101.2059,30.7074,0.0,0.6,0.0,green
"Van Buren County, TN",-85.456,35.7393,0.0,1.7,0.02,green
"Andrews County, TX",-102.5409,32.3086,0.0,4.5,0.0,green
"Baylor County, TX",-99.258,33.5955,0.0,0.5,0.02,green
"Jackson County, GA",-83.6275,34.1349,0.0,2.0,0.02,green
"Heard County, GA",-85.153,33.3518,0.0,3.3,0.02,green
"Coke County, TX",-100.3905,31.8906,0.0,0.6,0.0,green
"Cottle County, TX",-100.3038,34.0144,0.0,0.0,0.0,green
"Culberson County, TX",-104.834,31.0407,0.0,5.2,0.04,green
"Hamilton County, TX",-98.075,31.8428,0.0,3.3,0.02,green
"Dawson County, TX",-101.9283,32.727,0.0,5.1,0.02,green
"Glascock County, GA",-82.6414,33.2022,0.0,1.9,0.03,green
"Edwards County, TX",-100.2128,30.0172,0.0,0.0,0.0,green
"Foard County, TX",-99.7241,33.9839,0.0,0.0,0.0,green
"Elbert County, GA",-82.947,34.1599,0.0,0.0,0.0,green
"Glasscock County, TX",-101.4864,31.8674,0.0,0.0,0.0,green
"Shackelford County, TX",-99.231,32.6372,0.0,2.4,0.01,green
"Sterling County, TX",-100.986,31.8392,0.0,0.6,0.0,green
"Perry County, TN",-87.8194,35.6815,0.0,1.5,0.02,green
"Stonewall County, TX",-100.2253,33.1405,0.0,2.4,0.01,green
"Washington County, CO",-103.0912,40.1568,0.0,3.5,0.01,green
"San Juan County, CO",-107.6648,37.811,0.0,2.0,0.02,green
"Alleghany County, VA",-79.8846,37.8061,0.0,1.4,0.01,green
"Mineral County, CO",-106.9252,37.8486,0.0,0.0,0.04,green
"Clarke County, VA",-77.9687,39.127,0.0,6.2,0.04,green
"Lake County, CO",-106.3023,39.2537,0.0,0.0,0.0,green
"Kit Carson County, CO",-102.6647,39.3011,0.0,1.6,0.01,green
"Kiowa County, CO",-102.5521,38.4635,0.0,0.0,0.0,green
"Jackson County, CO",-106.2813,40.7315,0.0,3.6,0.01,green
"Hinsdale County, CO",-107.1699,37.8519,0.0,1.9,0.01,green
"Gilpin County, CO",-105.5068,39.8406,0.0,2.3,0.02,green
"Dolores County, CO",-108.4695,37.728,0.0,2.0,0.02,green
"Custer County, CO",-105.4379,38.1272,0.0,0.0,0.05,green
"Crowley County, CO",-103.8061,38.2034,0.0,0.0,0.0,green
"Yuma County, CO",-102.4427,39.91,0.0,3.5,0.01,green
"Washington County, UT",-113.3969,37.2385,0.0,3.9,0.02,green
"District of Columbia, DC",-77.0163,38.9047,0.0,1.9,0.02,green
"Duchesne County, UT",-110.2453,40.3095,0.0,4.2,0.03,green
"Terry County, TX",-102.3021,33.1868,0.0,0.0,0.0,green
"Upton County, TX",-102.0797,31.179,0.0,1.0,0.01,green
"Liberty County, FL",-84.9372,30.3084,0.0,2.5,0.01,green
"Glades County, FL",-80.9926,26.9834,0.0,3.4,0.01,green
"Beaver County, UT",-112.8704,38.3013,0.0,3.2,0.0,green
"Carbon County, UT",-110.8942,39.6401,0.0,3.3,0.0,green
"Daggett County, UT",-109.5334,40.9371,0.0,2.3,0.02,green
"Emery County, UT",-110.9297,39.1854,0.0,3.3,0.0,green
"Uintah County, UT",-109.6952,40.375,0.0,4.2,0.03,green
"Garfield County, UT",-112.021,37.7452,0.0,3.9,0.02,green
"Grand County, UT",-109.5493,38.7221,0.0,3.3,0.02,green
"Iron County, UT",-113.0983,37.7199,0.0,3.2,0.0,green
"Kane County, UT",-112.3899,37.2235,0.0,3.9,0.02,green
"Piute County, UT",-112.2323,38.2623,0.0,3.9,0.02,green
"Rich County, UT",-111.3038,41.7674,0.0,3.1,0.02,green
"Sheridan County, ND",-100.2354,47.5664,0.0,7.6,0.04,green
"Madison County, GA",-83.1976,34.0757,0.0,2.0,0.02,green
"Clark County, ID",-112.2095,44.2748,0.0,1.8,0.02,green
"Wheeler County, OR",-120.0543,44.8006,0.0,3.5,0.06,green
"Power County, ID",-112.7742,42.7468,0.0,3.9,0.02,green
"Madison County, ID",-111.7715,43.8493,0.0,1.8,0.02,green
"Jefferson County, ID",-112.0715,43.7441,0.0,1.8,0.02,green
"Franklin County, ID",-111.9437,42.1178,0.0,4.7,0.02,green
"Custer County, ID",-114.2943,44.2229,0.0,1.8,0.02,green
"Butte County, ID",-113.3033,43.6576,0.0,1.8,0.02,green
"Edgar County, IL",-87.7956,39.6891,0.0,0.9,0.01,green
"Bonneville County, ID",-111.779,43.4916,0.0,1.8,0.02,green
"Worth County, GA",-83.8203,31.5962,0.0,1.1,0.04,green
"Wheeler County, GA",-82.7254,32.1637,0.0,0.7,0.02,green
"Randolph County, GA",-84.7667,31.7334,0.0,1.1,0.04,green
"Gilliam County, OR",-120.0862,45.3487,0.0,1.1,0.0,green
"Dewey County, OK",-99.071,36.0026,0.0,5.6,0.0,green
"Steele County, ND",-97.8477,47.4214,0.0,3.8,0.03,green
"Towner County, ND",-99.2939,48.7,0.0,0.0,0.01,green
"Pulaski County, IL",-89.1179,37.2037,0.0,1.3,0.01,green
"Paulding County, OH",-84.5625,41.1015,0.0,2.5,0.01,green
"Lawrence County, IL",-87.6992,38.7132,0.0,1.6,0.0,green
"Alfalfa County, OK",-98.3143,36.7047,0.0,4.4,0.01,green
"Jasper County, IL",-88.1223,39.0481,0.0,0.0,0.0,green
"Texas County, OK",-101.3893,36.7119,0.0,0.0,0.0,green
"Grant County, OK",-97.7864,36.7951,0.0,4.4,0.01,green
"Harper County, OK",-99.8062,36.7432,0.0,5.6,0.0,green
"Latimer County, OK",-95.2675,34.9186,0.0,1.5,0.02,green
"Henderson County, IL",-90.937,40.7944,0.0,7.6,0.03,green
"Hardin County, IL",-88.2737,37.4482,0.0,0.0,0.0,green
"Noble County, OK",-97.26,36.4007,0.0,0.9,0.02,green
"Pushmataha County, OK",-95.3535,34.4616,0.0,1.5,0.02,green
"Warren County, GA",-82.6724,33.4406,0.0,1.9,0.03,green
"Twiggs County, GA",-83.2722,32.6259,0.0,3.5,0.01,green
"Douglas County, SD",-98.3595,43.3598,0.0,0.0,0.01,green
"Gregory County, SD",-99.1928,43.137,0.0,0.0,0.0,green
"Hutchinson County, SD",-97.7842,43.3181,0.0,1.5,0.02,green
"Hyde County, SD",-99.4393,44.5214,0.0,0.0,0.0,green
"Jackson County, SD",-101.6655,43.7856,0.0,7.0,0.02,green
"Lyman County, SD",-99.7965,43.916,0.0,0.0,0.01,green
"McCook County, SD",-97.3912,43.6597,0.0,5.4,0.04,green
"McPherson County, SD",-99.2195,45.7274,0.0,1.6,0.0,green
"Marshall County, SD",-97.5408,45.7197,0.0,1.6,0.0,green
"Sanborn County, SD",-98.1109,43.9957,0.0,0.0,0.01,green
"Tripp County, SD",-99.8848,43.3594,0.0,0.0,0.0,green
"Union County, SD",-96.6127,42.7399,0.0,5.4,0.04,green
"Walworth County, SD",-100.1208,45.455,0.0,0.0,0.0,green
"Turner County, GA",-83.5919,31.7292,0.0,5.4,0.03,green
"Faulk County, SD",-99.1007,45.0613,0.0,1.6,0.0,green
"Corson County, SD",-101.1512,45.8251,0.0,0.0,0.0,green
"Jasper County, SC",-80.9747,32.3816,0.0,2.0,0.02,green
"Chester County, SC",-81.1009,34.7031,0.0,0.6,0.05,green
"Colleton County, SC",-80.688,32.9002,0.0,4.4,0.02,green
"Darlington County, SC",-80.0098,34.3393,0.0,3.3,0.03,green
"Fairfield County, SC",-81.1023,34.3368,0.0,3.7,0.01,green
"Treutlen County, GA",-82.5944,32.3782,0.0,0.7,0.02,green
"Greenwood County, SC",-82.194,34.1943,0.0,2.1,0.01,green
"Buffalo County, SD",-99.1982,44.0432,0.0,0.0,0.01,green
"Hampton County, SC",-81.1533,32.7895,0.0,4.4,0.02,green
"McCormick County, SC",-82.2752,33.8239,0.0,2.1,0.01,green
"Pickens County, SC",-82.7236,34.7903,0.0,3.2,0.02,green
"Aurora County, SD",-98.515,43.6846,0.0,0.0,0.01,green
"Brule County, SD",-99.156,43.7707,0.0,0.0,0.01,green
